Name	Zone Name	Level	HP	Race	Class	Position(s)
Dorn B`Dynn	Northern Desert of Ro	14 - 16	390 - 430	Dark Elf	Warrior	(1311,-390)
Dorn BDynn	Northern Desert of Ro	15	410	Dark Elf	Warrior	(1311,-390)
Dovan Sires	Paineel	50	12000	Erudite	Shopkeeper	(900,441)
Dovik Greenbane	Highpass Hold	45	5875	Citizen, Qeynos	Shopkeeper	(-317,-112)
dozing ghulam	Kerra Isle	17	400	Kerra	Monk	(147,53)
drachnid recluse, a	Dreadlands	36 - 40	2530 - 2624	Dracnid	Ranger	(168,-4206), (-1421,-5011), (-1410,-5000), (1570,-5004), (-787,-957), (-508,-4121), (328,-4791), (366,-4975), (828,-4262), (1145,-4554)
drachnid silklurker, a	Firiona Vie	27 - 31	990 - 1123	Dracnid	Ranger	(819,3139), (828,2708), (51,2418), (2168,1397), (855,739), (118,3648), (587,3322), (49,3189), (-600,3127), (1208,229)
drachnid silkmistress, a	Dreadlands	33 - 37	1635 - 1805	Dracnid	Ranger	(-1071,5361), (553,-3553), (1176,-4211), (-68,-4674), (-918,2390), (-1436,-4806), (-2223,-2936), (343,-5949), (2248,-3442), (1570,-5004)
drachnid silkspinner, a	Firiona Vie	24 - 28	840 - 973	Dracnid	Ranger	(454,3472), (2273,2235), (-158,3129), (991,2252), (-1094,3517), (2618,2626), (-472,3318), (-483,1880), (202,3205), (134,1903)
drachnid silkstrander, a	Dreadlands	30 - 34	1234 - 1348	Dracnid	Ranger	(297,4465), (-2079,3990), (645,-2070), (1793,5154), (-2181,2819), (779,2652), (-1830,3843), (-1097,653), (-2039,3956)
drachnid silkstrander, a	Firiona Vie	30 - 34	1194 - 1348	Dracnid	Ranger	(799,2678), (-449,2290), (2036,2650), (-247,1304), (-1019,3458), (2473,2859), (-762,3337), (456,3252), (1531,2814), (-720,3534)
drachnid weblurker, a	Firiona Vie	27 - 31	970 - 1121	Dracnid	Ranger	(-582,3142), (-426,2890), (1116,2541), (91,1751), (-491,2679), (2301,1768), (-433,3323), (-101,2840), (-879,3473), (1,-428)
drachnid webmaster, a	Dreadlands	33 - 37	1635 - 1805	Dracnid	Ranger	(-432,-3849), (847,-5188), (1426,-5460), (-1603,-5026), (-2213,-2866), (-429,-4042), (-1709,-4776), (-1031,-1593), (1082,-4977), (336,-5942)
drachnid webspinner, a	Firiona Vie	24 - 28	820 - 974	Dracnid	Ranger	(2304,2260), (1850,2117), (2798,1407), (28,2173), (2053,2673), (705,3342), (62,2350), (1026,1746), (-1417,3204), (2088,2753)
drachnid webstrander, a	Dreadlands	30 - 34	1194 - 1363	Dracnid	Ranger	(355,2586), (51,4843), (-744,5244), (-902,4230), (-916,2629), (350,-5944), (-1901,3697), (144,425), (1106,4679), (430,4817)
drachnid webstrander, a	Firiona Vie	30 - 34	1214 - 1348	Dracnid	Ranger	(698,2635), (2220,1292), (259,-293), (-1110,3546), (301,3154), (258,1367), (1660,1710), (401,919), (1156,2602), (594,957)
drachnid widow, a	Dreadlands	36 - 40	2530 - 2624	Dracnid	Ranger	(409,-4000), (-1558,-4824), (-1427,-4832), (-2223,-2936), (1786,-5016), (339,-5943), (2362,-4940), (-830,-880), (621,-4105), (-2223,-2864)
dracoliche, a	Plane of Fear	53	31999	Dragon Skeleton	Necromancer	(-520,245)
Dragoon Artellin	Ocean of Tears	21	650	Dark Elf	Shadow Knight	(185,9533)
Dragoon Barber W`Selo	The Overthere	50	9800	Citizen, Neriak	Cleric	(-1777,3322)
Dragoon Darl	Ocean of Tears	20	610	Dark Elf	Shadow Knight	(215,9435)
Dragoon J`len	Nektulos Forest	33 - 50	1635 - 32000	Citizen, Neriak	Warrior	(2289,-991)
Dragoon Szorn	Lesser Faydark	45	9812	Dark Elf	Warrior	(-901,1185)
Dragoon T`Vex	The Overthere	50	9800	Citizen, Neriak	Warrior	(-1413,1932)
Dragoon TSanne	Nektulos Forest	33 - 50	1635 - 32000	Citizen, Neriak	Warrior	(2300,-961), (1023,784), (2325,-989), (2624,655)
Dragoon TVem	The Overthere	50	9550 - 9800	Citizen, Neriak	Warrior	(-1033,2312), (2528,2386)
Dragoon V`Lask	The Overthere	50	9550 - 9800	Citizen, Neriak	Warrior	(-1389,3278), (3141,2710)
Dragoon V`Resh	The Overthere	50	9550 - 9800	Citizen, Neriak	Warrior	(-1618,3474), (381,3058)
Dragoon V`tai	Nektulos Forest	36	1695	Citizen, Neriak	Warrior	(2876,634)
Dragoon X`Lottl	Nektulos Forest	33 - 37	1635 - 1715	Citizen, Neriak	Warrior	(-755,-22), (-817,-74), (-2320,-533)
Dragoon Zytl	West Commonlands	28 - 30	990 - 1030	Dark Elf	Shadow Knight	(258,274), (-834,543), (-131,3606)
Drake Mountainstorm	Firiona Vie	40	3250 - 3497	Dwarf	Shopkeeper	(-3633,2404)
drake, a	Rathe Mountains	24	790	Drake	Warrior	(992,-10)
Drakis Bloodcaster	Plane of Sky	55	32000	Efreeti	Warrior	(1305,655)
Dran `slug` Rembor	Neriak - Foreign Quarter	40	3250	Human	Shopkeeper	(210,-243)
Dran Hieth	Firiona Vie	40	3250 - 3497	Half-Elf	Shopkeeper	(-3131,2953)
Dranom Ghenson	North Qeynos	42	4174	Citizen, Qeynos	Warrior	(-87,-73)
Dranot Harbin	Qeynos Aqueduct System	30	1150	Citizen, Qeynos	Shopkeeper	(396,-430)
Drawna Opimsor	South Qeynos	27	910	Human	Shopkeeper	(303,-549)
Draze Slashyn	Western Plains of Karana	8	190	Human	Ranger	(-3468,-8013)
dread bone, a	Befallen	8 - 10	190 - 230	Skeleton	Warrior	(-664,-183), (-371,29), (-399,-40)
dread corpse, a	Misty Thicket	10	230	Skeleton	Warrior	(-986,303)
dread corpse, a	Qeynos Hills	8 - 10	190 - 230	Skeleton	Warrior	(4647,-889), (3394,-1085)
dread widow, a	Dreadlands	47 - 49	12296 - 12351	Dracnid	Shadow Knight	(1793,-5040), (-2213,-2866)
dread wolf	Kithicor Woods	29 - 31	1249 - 1338	Wolf	Warrior	(1717,2735), (1402,644), (1092,1292)
Dread	Plane of Fear	51	15616	Golem	Warrior	(-634,-1200)
dreaded wolf	Kithicor Woods	33	1507	Wolf	Warrior	(1556,1482)
Dreana	Lake Rathetear	35	1675	Citizen, Qeynos	Shopkeeper	(-423,450)
Drekon Vebnebber	Ak'Anon	20	610	Gnome	Shopkeeper	(866,-474)
Dren Ironforge	North Qeynos	11	270	Citizen, Qeynos	Shopkeeper	(20,50)
Drill Master Dal	Cabilis East	61	30000 - 32250	Iksar	GM Warrior	(-247,-123)
Drill Master Kyg	Cabilis East	61	30000 - 32000	Iksar	GM Warrior	(-424,-316)
Drill Master Vygan	Cabilis East	61	30000 - 32000	Iksar	GM Warrior	(-454,30)
Driver Bryggin	Steamfont Mountains	12	350	Gnome	Warrior	(-1644,600)
Drizda Tunesinger	The Feerrott	25	810	Half-Elf	Bard	(-1127,-2922)
Drizel Maxton	Firiona Vie	45	6125	Dwarf	Shopkeeper	(-3863,2925)
Drizm J`Axx	Neriak - Commons	38	2494	Dark Elf	GM Enchanter	(133,-937)
drolvarg bodyguard, a	Karnor's Castle	48 - 52	9510 - 9590	Lycanthrope	Warrior	(105,-628), (55,-571), (84,-574)
drolvarg gnasher, a	Dreadlands	34 - 38	1866 - 1946	Lycanthrope	Warrior	(93,-4292), (1634,-4226), (1950,-3652), (1838,-2009), (-1470,-678)
drolvarg growler, a	Dreadlands	29 - 33	1131 - 1211	Lycanthrope	Warrior	(255,3639), (-1814,4197), (-388,3607), (-1914,3762), (-155,4317)
drolvarg growler, a	Firiona Vie	29 - 33	1131 - 1211	Lycanthrope	Warrior	(-76,-1111), (-67,-1169), (-294,-1283), (684,-2563), (611,-2173)
drolvarg guardian, a	Karnor's Castle	45 - 47	5875 - 5915	Lycanthrope	Warrior	(146,-109), (-80,-41)
drolvarg rager, a	Dreadlands	37 - 41	2811 - 2891	Lycanthrope	Warrior	(-434,-3928), (1093,-3966), (1449,-3586), (1083,-3808), (145,-513)
drolvarg savage, a	Firiona Vie	23 - 27	770 - 850	Lycanthrope	Warrior	(-216,-1243), (861,-3291), (267,-1051), (2620,-1201), (482,-1235)
drolvarg scavenger, a	Firiona Vie	26 - 30	920 - 1000	Lycanthrope	Warrior	(-154,-1232), (1525,-1448), (1514,-1389), (871,-3008), (1186,-1067)
drolvarg sentry, a	Karnor's Castle	39 - 44	3651 - 4400	Lycanthrope	Warrior	(54,-589), (113,-610), (56,-611), (-21,-513), (-18,-254), (-20,-314), (-50,-410), (102,-610), (103,-569), (-70,-433)
drolvarg snarler, a	Dreadlands	32 - 36	1446 - 1526	Lycanthrope	Warrior	(1136,9968), (183,4111), (1500,4733), (-275,837), (-989,4602)
drolvarg snarler, a	Firiona Vie	32 - 36	1446 - 1526	Lycanthrope	Warrior	(-312,-1241), (704,-1986), (658,-2671), (650,-2296), (-1125,-1926)
Drolvarg warlord, a	Karnor's Castle	51 - 54	11294 - 11354	Lycanthrope	Warrior	(84,-574), (105,-588), (105,-628)
Drona Whystlethin	West Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(-119,-472)
Droon	Eastern Plains of Karana	30	1800	Giant/Cyclops	Warrior	(1982,829)
Dru Razbind	Butcherblock Mountains	35	1675	Dwarf	Warrior	(1606,2979)
druid, a	Eastern Plains of Karana	23 - 27	575 - 669	Half-Elf	Druid	(1294,399), (1365,505), (1389,596), (1348,452), (1320,425), (1385,430), (1358,397)
druid, a	Eastern Plains of Karana	23 - 26	512 - 648	Halfling	Druid	(1294,399), (1365,505), (1389,596), (1348,452), (1320,425), (1385,430), (1358,397)
druid, a	Northern Plains of Karana	23 - 26	586 - 955	Halfling	Druid	(-2743,-1531), (-2712,-1406), (-2767,-1391), (-2812,-1438), (-2718,-1546), (-2820,-1496), (-2774,-1530), (-2659,-1446), (-2677,-1499)
druid, a	Northern Plains of Karana	23 - 24	587 - 915	Human	Druid	(-2743,-1531), (-2712,-1406), (-2767,-1391), (-2812,-1438), (-2718,-1546), (-2820,-1496), (-2774,-1530), (-2659,-1446), (-2677,-1499)
druid, a	Eastern Plains of Karana	24	532 - 609	Wood Elf	Druid	(1294,399), (1365,505), (1389,596), (1348,452), (1320,425), (1385,430), (1358,397)
druid, a	Northern Plains of Karana	24 - 27	608 - 772	Wood Elf	Druid	(-2743,-1531), (-2712,-1406), (-2767,-1391), (-2812,-1438), (-2718,-1546), (-2820,-1496), (-2774,-1530), (-2659,-1446), (-2677,-1499)
drunkard, a	Greater Faydark	8 - 10	190 - 230	High Elf	Warrior	(443,585), (455,372), (559,367)
drunken ghulam	Kerra Isle	17	420	Kerra	Monk	(73,136)
dry bone skeleton, a	Estate of Unrest	20 - 22	630 - 670	Skeleton	Warrior	(688,-26), (703,44), (687,-92)
dry bone skeleton, a	Lake Rathetear	20 - 22	630 - 670	Skeleton	Warrior	(3883,1273), (4345,1167), (3859,1156)
dry bone skeleton	Rathe Mountains	15 - 19	450 - 530	Skeleton	Warrior	(-408,-2259), (-818,-1607), (2045,748), (2071,789), (2015,711)
dry bones skeleton, a	The Feerrott	15 - 19	450 - 530	Skeleton	Warrior	(-2296,2611), (-2257,2498), (-2418,2491), (-2240,2609), (-2410,2704)
dry bones skeleton	Oasis of Marr	15 - 19	450 - 530	Skeleton	Warrior	(2453,-743), (-1716,-58), (2131,608), (777,-235), (690,-642)
dry bones skeleton	Southern Desert of Ro	15 - 19	450 - 530	Skeleton	Warrior	(230,320), (-313,-271), (218,574), (389,858), (136,227)
drybone skeleton, a	Southern Desert of Ro	15 - 19	450 - 530	Skeleton	Warrior	(-370,-229)
Duga	The Feerrott	5	100	Ogre	Warrior	(1132,569)
Duggin Scumber	West Commonlands	2 - 4	28 - 68	Human	Warrior	(-412,2777), (-349,2957)
Dugroz	Swamp Of No Hope	30	1150	Froglok	Necromancer	(420,-4035)
Dulia Jestes	West Freeport	28	960	Citizen, Qeynos	Shopkeeper	(19,-816)
Dumisa D`Enetti	South Qeynos	45	5875	Human	Shopkeeper	(315,-679)
Dun McDowell	Halas	50	27000	Barbarian	GM Rogue	(277,165)
Dun	South Qeynos	45	5875	Barbarian	Warrior	(304,-444)
dune tarantula, a	Northern Desert of Ro	11 - 13	280 - 320	Spider, Giant	Warrior	(-1620,905), (-1358,155), (-406,298)
dune tarantula, a	Oasis of Marr	11 - 13	280 - 320	Spider, Giant	Warrior	(-1271,1408), (-1214,-251), (-1720,-788)
dune tarantula, a	Southern Desert of Ro	11 - 13	280 - 320	Spider, Giant	Warrior	(103,507), (440,137), (357,67)
Dune	Firiona Vie	30	1150 - 1350	Wolf	Warrior	(-1896,3563)
Dunndrylla	Lake Rathetear	30	627	Citizen, Qeynos	Wizard	(-462,563)
Dunony Chestire	North Kaladim	41 - 61	3797 - 32250	Dwarf	GM Paladin	(1213,118)
Dunore Moorwing	North Freeport	8 - 12	145 - 225	Human	Rogue	(91,17)
Dunore Steelfinger	Erudin	45	5875	Citizen, Erudin	Shopkeeper	(-724,-285)
Dunred M`Trik	Neriak - Commons	40	3250	Citizen, Neriak	Shopkeeper	(71,-865)
Dunvan Mercwinn	Ocean of Tears	25	796	Citizen, Qeynos	Paladin	(-2054,7735)
Duppa Pickstone	North Kaladim	38 - 42	3448 - 3574	Citizen, Kaladim	Shopkeeper	(746,126)
Dura Darkfoam	South Kaladim	38 - 42	3210 - 3290	Citizen, Kaladim	Shopkeeper	(99,236)
Durkis Battlemore	Butcherblock Mountains	50	11000	Dwarf	Warrior	(2042,402)
Durvinna Barkkis	Surefall Glade	45	5875	Citizen, Qeynos	Shopkeeper	(105,-113)
Dustback	Frontier Mountains	22	832	Burynai	Warrior	(1341,3457)
Duster X	Ak'Anon	5	100	Rat, Giant	Warrior	(1560,-188)
dusty werebat, a	Estate of Unrest	24 - 28	820 - 900	Kobold	Warrior	(636,-113)
Duuga Tearstopper	Oggok	40	3250	Citizen, Oggok	Shopkeeper	(363,-132)
dwarf skeleton, a	Butcherblock Mountains	5 - 7	110 - 150	Skeleton	Warrior	(-1414,-1204), (-1977,2026), (-1510,850)
dwarf skeleton, a	Southern Plains of Karana	5 - 7	110 - 150	Skeleton	Warrior	(1397,1082)
dwarven bandit, a	Butcherblock Mountains	3 - 7	48 - 150	Dwarf	Rogue	(953,-771), (1094,-510)
dwarven merc, a	Lost Temple of CazicThule	1	16	Dwarf	Rogue	(598,163)
dwarven slave, a	Crushbone	1	20	Dwarf	Paladin	(116,-256)
dwarven slave, a	Crushbone	2 - 3	32 - 52	Dwarf	Warrior	(265,-135), (116,-256)
dwarven smith, a	Crushbone	3 - 4	50 - 70	Dwarf	Warrior	(44,758), (58,761)
Dwigus Lowater	Dagnor's Cauldron	36	1906	Goblin	Warrior	(396,321)
Dyllin Starsine	Highpass Hold	16	450	Citizen, Qeynos	Warrior	(39,126)
Dyn Tarburner	Highpass Hold	45	5875	Citizen, Qeynos	Shopkeeper	(-60,477)
Dyona Rossook	Highpass Hold	45	5875	Citizen, Qeynos	Shopkeeper	(-247,135)
Dyrna Nlith	High Keep	38 - 42	1733 - 1813	Dark Elf	Necromancer	(96,-315)
Dyth X`Teria	The Overthere	61	27000 - 32000	Dark Elf	GM Wizard	(3140,2250)
Dzan Amo	Paineel	35	10856	Erudite	Cleric	(1160,476)
Earron Huntlan	South Qeynos	13	330	Citizen, Qeynos	Shopkeeper	(252,-191)
earth elemental, an	Najena	9 - 17	220 - 450	Elemental	Warrior	(65,426), (15,1), (353,105), (79,236), (318,202), (72,369), (-21,22), (-130,-281)
earth elemental, an	Steamfont Mountains	8 - 10	190 - 230	Elemental	Warrior	(1262,-1408), (716,-1459), (962,-1533)
Ebon Bloodrose	Swamp Of No Hope	22 - 25	730 - 790	Water Dragon	Warrior	(206,1492), (1423,2122), (-432,1526)
ebon drake, an	Rathe Mountains	18 - 22	570 - 650	Drake	Warrior	(-1403,692), (-1583,912), (-1443,939), (-2094,466), (-1665,953)
Ebon Strongbear	South Qeynos	50 - 61	27000 - 32000	Human	GM Warrior	(65,-510), (75,-510)
Edvard Tommels	South Qeynos	35	1224	Human	Druid	(382,-495)
Eestyana Naestra	North Freeport	50 - 61	27250 - 32344	Human	GM Cleric	(186,-125)
Effunic Korett	Erudin Palace	24	770	Citizen, Erudin	Shopkeeper	(921,724)
Efreeti Lord Djarn	Nagafen's Lair	50	9550	Efreeti	Wizard	(-481,321)
Egasia Reenix	North Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(119,301)
Einhorst McMannus	Western Plains of Karana	35	1675	Barbarian	Warrior	(-3802,-2095)
Eithne Walker	Kithicor Woods	45	5875	Citizen, Qeynos	Shopkeeper	(1427,-824)
Ekeros	Najena	20	590	Human	Rogue	(-160,-48)
Elbsin Denuen	Erudin Palace	45	5875	Erudite	Shopkeeper	(667,574)
elder wyvern, an	Skyfire Mountains	48 - 52	14285 - 14365	Iksar Golem	Warrior	(1151,-869), (3093,-853), (2790,-411), (2037,-2193), (1708,4109)
Eldreth	Lake Rathetear	20	333	Erudite	Wizard	(2623,-550)
elemental capturer, an	The Hole	43 - 47	6815 - 7087	Elemental	Rogue	(534,-239), (-65,69), (-54,81), (24,40), (-73,-63), (374,560), (232,382), (292,376), (81,252), (210,245)
elemental channeler, an	The Hole	38 - 44	3453 - 4529	Elemental	Cleric	(440,-346), (499,-326), (360,-282), (6,-41), (613,289), (-47,718), (211,883), (-170,219), (-28,267), (-109,341)
elemental crusader, an	The Hole	41 - 47	4659 - 6150	Elemental	Warrior	(449,-549), (406,-593), (478,-579), (428,-255), (482,-255), (356,-202), (473,-332), (394,-328), (554,-167), (35,78)
elemental deceiver, an	The Hole	39 - 44	3750 - 5103	Elemental	Rogue	(371,-284), (340,-249), (456,-259), (403,-249), (-1,105), (-62,-33), (249,417), (263,6), (91,477), (192,706)
elemental harvester, an	The Hole	43 - 47	6138 - 6273	Elemental	Cleric	(593,-103), (-112,65), (59,-54), (-52,-106), (-106,273), (-195,312), (95,470)
elemental visier, an	The Hole	38 - 44	2658 - 3696	Elemental	Wizard	(505,-303), (491,-321), (18,38), (18,48), (47,-46), (209,804), (850,1044), (-19,415), (-159,315), (221,59)
elemental warrior, an	The Hole	38 - 42	2831 - 3466	Elemental	Warrior	(299,186), (349,-626), (-13,65), (37,95), (27,64), (-6,-106), (-31,-71), (585,391), (50,579), (20,-136)
elemental wizard, an	The Hole	43 - 46	4836 - 5137	Elemental	Wizard	(599,-131), (47,-34), (-84,-85), (346,574), (-145,399), (115,209), (144,555), (478,-186)
Elentar Bealtarik	Erudin Palace	24	770	Citizen, Erudin	Shopkeeper	(505,745)
elephant calf, an	Southern Plains of Karana	10 - 14	260 - 340	Mammoth	Warrior	(1319,2408), (-5649,-3188), (2312,-1093), (1885,-422), (1257,809)
elephant, an	Southern Plains of Karana	14 - 18	410 - 490	Mammoth	Warrior	(-6744,-299), (-6042,2773), (999,1747), (1860,459), (1585,569)
Elesseryl Terussar	Ocean of Tears	40	3250	High Elf	Shopkeeper	(1309,-7874)
elf skeleton, an	Befallen	17 - 18	510 - 530	Skeleton	Warrior	(-664,-183)
Elia Athrex	Paineel	5	100	Erudite	Necromancer	(1096,817)
Elial Brook	Toxxulia Forest	7	87	Erudite	Necromancer	(162,1164)
Elisabeth	Rathe Mountains	20	667 - 860	Half-Elf	Paladin	(2911,-765), (2597,-1643)
Elisi Nasin	East Freeport	50 - 61	27000 - 32000	Human	GM Rogue	(-330,-847), (-335,-861), (-325,-859)
elite gnoll guard, an	Blackburrow	11 - 13	280 - 320	Gnoll	Warrior	(282,-103), (48,385), (262,-129)
elite goblin guard, an	Permafrost Caverns	25 - 29	790 - 950	Goblin	Warrior	(660,-314), (642,-303), (654,-289)
Elle Leafdancer	Southern Felwithe	40	3250	High Elf	Shopkeeper	(664,-513)
Ellisha	South Qeynos	25	810	Erudite	Wizard	(366,-116)
Ellona	Butcherblock Mountains	45	5875	Wood Elf	Shopkeeper	(-2085,2016)
Elmion Hendrys	Dagnor's Cauldron	20	584	Wood Elf	Ranger	(446,90)
Elona McMahon	Halas	45	5875	Citizen, Halas	Shopkeeper	(212,184)
Elona Tunbrin	Ocean of Tears	24	770	Dwarf	Warrior	(1371,-10003)
Elsbyth	Kithicor Woods	35	1675	Citizen, Qeynos	Shopkeeper	(-775,3083)
elven priest, an	Crushbone	5	68	High Elf	Cleric	(84,754)
elven ranger, an	Timorous Deep	16 - 18	382 - 422	Wood Elf	Ranger	(-5117,-3535), (-5438,-4240), (-5300,-4421)
elven scout, an	Timorous Deep	15 - 17	349 - 389	Wood Elf	Ranger	(-5048,-3523), (-5346,-4248), (-3931,-6407)
elven slave, an	Crushbone	1 - 3	20 - 52	Wood Elf	Ranger	(228,-104), (103,398), (3,387)
elven war scout, an	Timorous Deep	17 - 21	530 - 610	Wood Elf	Ranger	(-4994,-3098), (-5089,-3515), (-4011,-6403)
Elyn Connoy	Halas	45	5875	Barbarian	GM Rogue	(276,181)
Elytan Rantas	Northern Felwithe	40	3250	High Elf	Shopkeeper	(41,-672)
ember hornet, an	The Burning Wood	39 - 43	3651 - 3731	Wasp	Warrior	(-2308,1634), (-2569,2545), (4,-1899), (-1548,342), (-894,1455)
Ember	Misty Thicket	1	50	Beetle	Warrior	(-290,-2178)
emerald drake, an	Butcherblock Mountains	8 - 10	190 - 230	Drake	Warrior	(-1613,-2156), (-2110,-295), (-2112,-1396)
emerald fencer	Field of Bone	12 - 14	310 - 350	Beetle	Warrior	(-43,479), (-699,-503), (895,163)
emerald sailfin, an	Kedge Keep	1	16	Fish	Warrior	(-108,-103)
emerald scarab	Field of Bone	1 - 3	20 - 52	Beetle	Warrior	(970,1928), (-330,2226), (-1317,2352)
Emhu Mucktail	Eastern Plains of Karana	10	250	Gnoll	Warrior	(-941,-2440)
Emil Parsini	Toxxulia Forest	25	810	Citizen, Erudin	Shopkeeper	(2119,423)
Emperor Crush	Crushbone	18	530	Orc	Warrior	(86,-73)
Emperor Ganak	Trakanon's Teeth	60	32000	Erollisi	Wizard	(-3331,2649)
emporer fae drake, an	Lesser Faydark	14	380	Drixie	Enchanter	(-730,3160)
Enchanter Jolas	Plane of Sky	55	32000	Efreeti	Warrior	(1305,630)
Endan Halson	Ocean of Tears	14	380	Citizen, Qeynos	Shopkeeper	(-2210,7721)
Endric	South Qeynos	10	240	Human	Warrior	(363,-514)
Enic Ruklin	North Qeynos	30	1166 - 1389	Human	Paladin	(-220,-284), (-177,-279)
Ennixy Frennor	Steamfont Mountains	50	3770	Gnome	Shopkeeper	(1371,-835)
Enpero Mesog	North Qeynos	45	5875	Citizen, Qeynos	Shopkeeper	(-220,-227)
enraged dread wolf	Kithicor Woods	40	3418	Wolf	Warrior	(1550,1177)
enraged ravener	Kaesora	32	1566	Man Eating Plant	Warrior	(341,-97)
enslaved iksar, an	Mines of Droga	30	1150	Iksar	Warrior	(-198,1307)
Entalon	The Burning Wood	41	6241	Iksar Skeleton	Warrior	(2255,514)
Enynti	Castle Mistmoore	25 - 27	840 - 880	Dark Elf	Warrior	(80,-111)
Eonis Mournunder	Ak'Anon	50 - 61	27250 - 32344	Gnome	GM Necromancer	(2101,-406)
Equestrielle	Lesser Faydark	40	3250	Unicorn	Warrior	(1946,1828)
Eracon Krengon	South Qeynos	45	5875	Barbarian	Warrior	(311,-450)
Erelin Verisue	Paineel	50	9550	Erudite	Shopkeeper	(1225,549)
Erfer Longclaw	Kerra Isle	18	380	Kerra	Monk	(93,132)
Erica Swiftweave	Firiona Vie	40	3250 - 3325	Wood Elf	Shopkeeper	(-3649,2013)
Ernax the Scholar	Paineel	35	1675	Erudite	Wizard	(1124,839)
Erollisi bloodthorn	The Emerald Jungle	37 - 41	2811 - 2891	Water Dragon	Warrior	(-1721,1274), (-2695,-2449), (-2183,-726), (1421,-947), (2368,600)
Erollisi bloodthorn	Trakanon's Teeth	37 - 41	2811 - 2891	Water Dragon	Warrior	(-1641,1307), (-1645,1929), (-1941,-250), (-1899,256), (-1520,304)
Erollisi man-trap	The Emerald Jungle	32 - 36	1446 - 1526	Water Dragon	Warrior	(3347,3572), (291,3486), (3751,3389), (2752,3376), (2138,3543)
Erollisi man-trap	Trakanon's Teeth	32 - 36	1446 - 1526	Water Dragon	Warrior	(2637,303), (2600,890), (3269,574), (1352,3450), (822,2926)
Errolisi bloodthorn	The Emerald Jungle	37 - 41	2811 - 2891	Water Dragon	Warrior	(-1295,2342), (-834,-1604), (-1984,-2220), (-2957,-813), (1302,489)
Errolisi man-trap	The Emerald Jungle	32 - 36	1446 - 1526	Water Dragon	Warrior	(3196,4139), (3217,3594), (3850,4178), (3734,2430), (3645,3172)
Errrak Thickshank	Kerra Isle	17	377	Kerra	Monk	(-95,282)
Erudin Emissary, an	Toxxulia Forest	20 - 22	630 - 670	Erudite	Warrior	(727,508), (1276,-273), (1663,45)
erudin emissary, an	Toxxulia Forest	20 - 22	630 - 670	Erudite	Warrior	(2216,-743), (1791,92), (1712,-345)
Erung	Oggok	40	3250	Citizen, Oggok	Shopkeeper	(512,-182)
escaped froglok slave	Swamp Of No Hope	3	50	Froglok	Warrior	(2079,-20)
escaped froglok, an	Swamp Of No Hope	3 - 5	50 - 90	Froglok	Warrior	(2236,2648), (2009,3069), (-1044,-2107)
escaped Splitpaw gnoll, an	Southern Plains of Karana	4 - 6	80 - 120	Gnoll	Warrior	(-2985,2694), (-7313,-1588), (-4079,-1801)
Esdia Moeba	South Qeynos	40 - 61	3250 - 32000	Human	GM Enchanter	(287,-614)
essence harvester, an	Plane of Sky	52	16971	Pegasus	Warrior	(716,-682)
Est Treewalker	Southern Felwithe	40	3250	High Elf	Shopkeeper	(593,-910)
Estra Nancer	Erudin Palace	35	1675	Erudite	Shopkeeper	(535,762)
Estrella of gloomwater	Kedge Keep	51	9420	Mermaid	Druid	(5,-307)
Euboea Delewyn	Ocean of Tears	25	810	Wood Elf	Warrior	(461,-9200)
Evah Xokez	Ak'Anon	50 - 61	27250 - 32344	Gnome	GM Cleric	(2100,-387)
Eve Marsinger	South Qeynos	25	810	Human	Bard	(527,-123)
evil eye, an	Eastern Plains of Karana	17 - 19	272 - 312	Evil Eye	Enchanter	(-2410,-1697), (554,-568)
evil eye, an	Ruins of Old Guk	34 - 36	1655 - 1695	Evil Eye	Wizard	(622,-450)
evil eye, an	Runnyeye Citadel	27 - 31	511 - 611	Evil Eye	Wizard	(79,-94), (-34,60)
Evus Doracmal	Paineel	50	9550	Erudite	Shopkeeper	(996,817)
exhausted guard, an	Qeynos Aqueduct System	4	70	Citizen, Qeynos	Warrior	(-48,136)
exhumed gnoll, an	Lake Rathetear	20	610	Gnoll	Warrior	(3921,1201)
